% Model:              surface_mount_package.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 26 2026, 01:45
% Dimension:          3
% Nodes:              4419
% Expressions:        1
% Description:        Temperature
% Length unit:        mm
% X                       Y                        Z                        T (K)
1.2616959277039914        3.073294359804311        -1.3999999999999984      303.73091323856465
0.9243346749555028        2.874748131900053        -1.3186874804274529      303.89854825413363
1.0681397475266303        2.5690441821710968       -1.399999999999998       303.8215849419064
1.488584241631564         3.2712111350885786       -1.9                     303.6037050547126
1.5113234062821337        2.732726117866874        -1.4000000000000008      303.71780884046444
1.7179416242762886        2.5819930755097262       -1.9                     303.6146089409064
1.9688823000967903        2.1615789694888408       -1.5036617765511808      303.58306249188706
1.5395346449497396        2.417063262029237        -1.400000000000001       303.6954529765189
1.975088655648351         2.0314521320551795       -1.9                     303.5455487021177
-0.3943469797319089       3.056907746429525        -0.9                     304.20388594589065
-0.5434587233724397       2.983195122653135        -0.9000000000000001      304.46779995879587
-0.3657239546264286       3.0624245734308198       -1.0052316920896054      304.17549242829625
-0.43499999999999917      2.8500000000000005       -0.9                     305.39126134634813
-0.18092689173341592      2.9799048010820366       -0.8999999999999999      304.11888667949086
0.27568225771435945       2.8116887305881337       -0.9                     304.2072836762832
0.31787586378945587       2.8922685086143534       -1.121000811755534       304.1094621151458
0.041544972445632385      3.100512374504346        -0.9                     303.97466663719973
0.03848650214171023       2.861172495984791        -0.9000000000000001      304.0684736792244
-0.015153833184839632     3.155177625072282        -1.0981489206348884      303.96823527870407
0.36469920675359585       3.8070708013780052       -1.3709335785022716      303.68673864611
-0.023752865057391603     3.7062108644567284       -0.9                     303.74247188127373
0.4531128631106636        3.97424299693489         -0.9                     303.6252084168486
0.2577900240380353        3.171465792350468        -1.321411725419017       303.9031304144653
0.005099794613494693      2.744768271162546        -1.066714932627177       304.09515279739935
-0.23689525110004264      2.751128583935946        -0.8999999999999999      304.2825055090815
1.9234599317795593        1.9143490605890847       -0.9                     303.56507462071295
2.106545480515728         1.6731686319528398       -0.9000000000000001      303.51146019920117
-0.43499999999999917      2.6900000000000004       -0.9                     305.3943633292793
-0.19310695192233424      2.6314720730232946       -1.1499999999999957      304.1610838055178
-0.31368326964108917      2.48357204812266         -0.9000000000000001      304.21148891770684
-0.531951042150313        2.626583784043428        -1.0308341912259602      304.56243390776115
-0.07932271003700708      2.5342850784220667       -0.9                     304.09635507987326
0.1577058351789029        2.5806068870971828       -0.8999999999999999      304.0865552179399
4.963448842941581         -2.333086515817618       -0.9000000000000001      303.2670074103624
4.880169834564142         -2.3060519267873456      -1.1502218297020448      303.27561001381696
4.61867371360621          -2.451849816174474       -0.9                     303.3075956906127
4.82685534015493          -2.081456811523495       -0.9                     303.2708258947045
5.158840534208112         -2.0283103734076287      -0.9                     303.2472299108286
4.847241806715754         -2.5903171850407745      -0.9                     303.2900205052399
4.499196173222985         -2.188288577889732       -0.9000000000000001      303.30072919304246
4.637384052566311         -1.805624038237723       -0.9                     303.2772091613779
4.87561543047947          -1.6818155894720843      -1.4000000000000008      303.2628218891505
4.2866132249443565        -1.4323103601849265      -0.8999999999999999      303.2939398450913
5.052661673439539         -1.665073872220174       -0.9                     303.2481306337341
4.068123524139537         -2.1525027108611616      -0.9                     303.3370531274585
4.182781494782376         -2.2101948161812497      -1.024811605664265       303.3316564929429
4.057509224836268         -1.8124656480307175      -0.9000000000000001      303.3244863570173
4.354533077504992         -1.9325532170666926      -0.9                     303.30270505357385
4.286763739037861         -2.258151519297744       -0.9                     303.32232973613935
4.120340448788427         -2.474347711623409       -0.8999999999999999      303.34921092836464
3.8417808268602065        -1.5572743970575733      -0.9                     303.33577332296085
3.975994239021517         -1.6523416463220817      -1.300775577958552       303.3329131166975
3.997354219537858         -0.9069637192427971      -0.9000000000000001      303.3036431914483
3.767325905798314         -1.9996562242077616      -0.8999999999999999      303.3623656020607
3.926757932190963         -2.1220832762475927      -1.0833855637764793      303.3547852802218
3.824393962555776         -2.463810159530121       -0.9                     303.3802808270008
4.445000000000001         -2.690000000000001       -0.9000000000000002      303.4033524751831
4.392994309299434         -2.453482753659226       -0.8999999999999999      303.32802919556383
4.49456692237114          -2.6527892547383973      -1.15                    303.32995635388664
4.245000000000001         -2.6900000000000004      -0.9                     303.40328045711806
4.462966682594422         -2.767961406229914       -0.9000000000000002      303.4032947106911
4.645000000000001         -2.6900000000000004      -0.9                     303.40316776373305
4.482464726803543         -2.4053505577100722      -1.1480651215639042      303.31616173765275
4.255942203167865         -2.4507828259937114      -1.096962855201251       303.3389850754637
4.695687825729013         -2.602947847258781       -1.149999999999999       303.3053139854694
5.169853995083557         -2.5968920930914656      -0.9                     303.2538413719057
5.526116904743734         -1.7359901338182837      -0.9                     303.22506340747987
5.277541983697779         -1.940923755772916       -1.3710038770864517      303.2424483981767
5.113846808392639         -1.5580071407064424      -1.9                     303.2430103907524
5.42209115102416          -2.2448127581636568      -0.9000000000000001      303.23458926041445
5.849484348397816         -2.149495480713507       -0.9                     303.2138188251602
5.250237117890533         -2.6227002408709326      -1.1896101325855584      303.25052836898277
5.111989440214876         -2.523553640930954       -1.459774398764798       303.2585497079043
6.248484498897304         -1.4616223203961796      -1.9                     303.1980032749027
6.417689872829509         -1.5785718126763149      -0.9                     303.1939254762951
7.626892132708147         -1.7613887751186597      -1.9                     303.1720815026072
7.621134918871189         -1.7219109940428843      -0.9                     303.172116822665
5.641428634816033         -2.621433236825477       -0.9                     303.2244837857688
